OrderID,CustomerID,ProductID,Quantity,Price,OrderDate
1100,C2776,P046,2,1326.5,2024-10-10
1101,C0230,P090,4,607.87,2024-03-10
1102,C4570,P021,3,678.35,2025-01-10
1103,C0633,P100,5,670.06,2024-07-28
1103,C0633,P054,4,944.4,2024-07-28
1104,C1755,P093,1,855.03,2024-10-29
1104,C1755,P050,1,983.57,2024-10-29
1105,C4468,P069,3,691.32,2025-02-21
1106,C1081,P049,3,1409.71,2024-12-16
1107,C0402,P010,4,1349.93,2024-07-19
1108,C1540,P001,4,1466.83,2024-08-23
1108,C1540,P076,4,1039.99,2024-08-23
1109,C1327,P066,1,540.06,2025-03-01
1110,C3867,P099,4,1677.0,2025-01-21
1111,C0514,P035,5,1842.55,2024-12-31
1112,C1831,P093,2,855.03,2024-04-04
1113,C4951,P100,5,670.06,2024-11-12
1113,C4951,P063,5,412.18,2024-11-12
1114,C4816,P082,1,1220.38,2024-06-04
1115,C4460,P003,4,1055.24,2024-06-11
1116,C1181,P009,5,395.74,2024-10-10
1117,C2799,P049,2,1409.71,2024-08-06
1118,C2405,P077,5,1818.48,2025-02-19
1119,C1959,P002,3,1129.61,2025-01-06
1119,C1959,P095,4,405.92,2025-01-06
1120,C3754,P050,1,983.57,2025-01-11
1121,C0836,P003,1,1055.24,2025-02-19
1122,C3945,P035,3,1842.55,2024-08-06
1123,C1733,P044,4,1598.27,2025-02-18
1123,C1733,P045,2,323.85,2025-02-18
1124,C3023,P067,1,1609.69,2024-06-08
1125,C4255,P083,3,420.26,2024-08-09
1126,C2913,P050,4,983.57,2025-02-08
1127,C4349,P071,4,1701.85,2024-11-21
1127,C4349,P039,3,1722.52,2024-11-21
1128,C0558,P071,3,1701.85,2024-05-06
1129,C4589,P035,1,1842.55,2024-03-06
1130,C1820,P026,3,726.13,2024-07-30
1130,C1820,P076,3,1039.99,2024-07-30
1131,C3376,P013,3,229.26,2024-03-04
1132,C1115,P041,4,1742.41,2025-01-23
1133,C4793,P006,2,1620.52,2024-03-10
1134,C1180,P054,4,944.4,2024-11-21
1135,C2740,P018,4,833.09,2024-07-16
1136,C0509,P050,5,983.57,2024-04-18
1137,C0013,P041,4,1742.41,2024-09-17
1138,C1014,P033,2,1146.57,2024-10-29
1139,C2382,P001,4,1466.83,2025-01-15
1140,C4825,P050,2,983.57,2024-10-02
1140,C4825,P057,3,421.0,2024-10-02
1141,C0495,P017,5,1345.32,2024-11-13
1142,C4942,P019,3,1620.68,2024-10-19
1143,C0601,P042,1,1565.33,2025-02-01
1143,C0601,P076,1,1039.99,2025-02-01
1144,C1341,P060,4,1738.41,2025-01-09
1145,C3896,P095,3,405.92,2024-03-16
1146,C2055,P090,5,607.87,2024-11-07
1147,C3490,P021,1,678.35,2024-03-09
1148,C2612,P028,4,1599.27,2025-01-25
1149,C2798,P051,2,731.08,2024-10-26
1150,C3876,P027,5,969.1,2024-10-28
1151,C0983,P075,1,739.57,2024-10-17
1152,C2237,P032,1,1718.58,2024-11-08
1153,C1661,P049,2,1409.71,2024-11-26
1154,C0601,P026,5,726.13,2024-07-25
1154,C0601,P012,1,478.46,2024-07-25
1155,C0858,P086,5,1024.19,2024-04-28
1155,C0858,P040,2,1403.28,2024-04-28
1156,C3281,P046,2,1326.5,2024-03-27
1156,C3281,P044,4,1598.27,2024-03-27
1157,C3410,P050,4,983.57,2024-04-30
1158,C4386,P051,4,731.08,2024-11-21
1158,C4386,P053,4,452.77,2024-11-21
1159,C2824,P059,1,522.61,2024-11-16
1160,C4175,P021,3,678.35,2025-01-18
1161,C4813,P014,3,1042.76,2024-09-19
1162,C2300,P058,5,719.42,2024-09-12
1162,C2300,P036,5,146.93,2024-09-12
1163,C3105,P087,4,769.89,2024-10-15
1164,C0676,P051,3,731.08,2024-05-01
1165,C4413,P040,5,1403.28,2024-07-31
1166,C2493,P059,5,522.61,2025-01-12
1167,C0933,P025,5,317.62,2024-07-11
1168,C1634,P008,1,45.7,2025-02-02
1169,C4664,P045,3,323.85,2024-05-15
1169,C4664,P092,3,1282.1,2024-05-15
1170,C4763,P063,2,412.18,2024-06-25
1171,C4283,P076,5,1039.99,2024-03-28
1172,C4610,P080,4,1458.34,2024-03-03
1173,C1149,P069,4,691.32,2024-07-06
1173,C1149,P036,3,146.93,2024-07-06
1174,C2909,P026,5,726.13,2025-01-04
1174,C2909,P046,2,1326.5,2025-01-04
1175,C3503,P091,5,1617.44,2024-03-27
1176,C3139,P030,3,1102.03,2024-06-10
1177,C1111,P013,2,229.26,2024-03-18
1177,C1111,P035,3,1842.55,2024-03-18
1178,C1510,P002,4,1129.61,2024-12-03
1179,C4136,P091,4,1617.44,2024-04-26
1180,C0438,P077,5,1818.48,2024-08-14
1181,C3665,P066,5,540.06,2024-12-05
1182,C4783,P058,3,719.42,2025-01-21
1182,C4783,P048,3,1339.54,2025-01-21
1183,C1666,P064,4,1837.04,2024-04-20
1184,C0347,P030,2,1102.03,2024-04-14
1184,C0347,P048,1,1339.54,2024-04-14
1185,C4620,P095,5,405.92,2024-11-13
1185,C4620,P035,2,1842.55,2024-11-13
1186,C3515,P020,5,67.25,2024-11-04
1187,C4906,P044,4,1598.27,2024-03-14
1188,C0040,P023,2,1092.82,2024-06-29
1189,C1307,P045,1,323.85,2024-07-06
1189,C1307,P096,3,563.11,2024-07-06
1190,C1030,P027,4,969.1,2024-07-23
1191,C0570,P004,3,87.13,2024-03-29
1191,C0570,P045,2,323.85,2024-03-29
1192,C2096,P020,4,67.25,2024-12-23
1192,C2096,P066,2,540.06,2024-12-23
1193,C1014,P052,3,1907.98,2024-07-14
1194,C2953,P045,2,323.85,2025-02-08
1195,C1719,P095,3,405.92,2024-12-14
1196,C0901,P066,1,540.06,2024-04-24
1197,C4548,P049,2,1409.71,2025-02-12
1198,C1354,P096,4,563.11,2024-08-24
1199,C1342,P033,5,1146.57,2024-11-02
1199,C1342,P079,5,39.3,2024-11-02
1200,C2876,P037,5,868.64,2024-10-31
1201,C3889,P099,1,1677.0,2024-11-12
1202,C2909,P035,3,1842.55,2024-11-28
1203,C4524,P015,3,1282.78,2024-08-18
1204,C2188,P012,3,478.46,2024-03-15
1205,C0631,P005,5,1800.32,2024-07-15
1205,C0631,P071,1,1701.85,2024-07-15
1206,C4523,P035,4,1842.55,2024-06-24
1207,C1814,P100,2,670.06,2024-09-23
1207,C1814,P009,2,395.74,2024-09-23
1208,C1919,P001,4,1466.83,2024-10-06
1209,C3521,P078,1,28.99,2024-07-24
1210,C0836,P074,5,750.04,2024-04-18
1211,C3735,P022,5,1732.16,2024-05-29
1212,C3348,P013,3,229.26,2024-09-14
1213,C0795,P089,4,1395.91,2025-01-20
1213,C0795,P027,4,969.1,2025-01-20
1214,C0801,P014,3,1042.76,2024-12-27
1215,C0681,P076,2,1039.99,2025-02-24
1216,C2033,P088,2,508.83,2024-04-01
1216,C2033,P071,2,1701.85,2024-04-01
1217,C2805,P097,5,1931.49,2024-05-29
1218,C2150,P026,5,726.13,2025-01-25
1218,C2150,P058,2,719.42,2025-01-25
1219,C0018,P073,2,1244.81,2024-07-21
1220,C1958,P016,2,1859.7,2024-06-18
1220,C1958,P051,2,731.08,2024-06-18
1221,C3760,P026,3,726.13,2024-08-06
1222,C2229,P097,1,1931.49,2024-10-07
1223,C0035,P020,5,67.25,2024-04-10
1224,C4222,P082,2,1220.38,2025-02-04
1225,C1016,P014,1,1042.76,2025-01-12
1226,C0232,P026,1,726.13,2025-01-11
1226,C0232,P090,3,607.87,2025-01-11
1227,C4905,P010,5,1349.93,2024-03-10
1228,C0995,P068,5,383.14,2025-01-24
1229,C1503,P092,2,1282.1,2024-05-11
1230,C0765,P067,5,1609.69,2024-08-30
1231,C0688,P065,4,1493.61,2025-01-30
1232,C1107,P008,2,45.7,2025-01-07
1233,C3773,P058,5,719.42,2024-04-03
1234,C4153,P095,5,405.92,2024-09-13
1235,C1592,P012,3,478.46,2024-07-17
1236,C3838,P047,4,821.22,2024-08-05
1237,C4494,P031,4,264.41,2024-12-28
1238,C4076,P013,1,229.26,2024-08-10
1239,C4632,P018,5,833.09,2024-04-24
1240,C2319,P076,4,1039.99,2024-06-11
1241,C2740,P061,1,1927.65,2024-08-14
1242,C2926,P064,4,1837.04,2024-08-10
1242,C2926,P019,2,1620.68,2024-08-10
1243,C1998,P034,3,1576.36,2024-08-22
1243,C1998,P020,2,67.25,2024-08-22
1244,C4529,P055,3,1533.96,2024-03-04
1245,C3466,P006,2,1620.52,2025-02-28
1246,C2648,P071,3,1701.85,2024-05-11
1246,C2648,P082,4,1220.38,2024-05-11
1247,C2000,P056,5,1191.66,2025-01-14
1248,C2137,P077,2,1818.48,2024-07-06
1248,C2137,P095,5,405.92,2024-07-06
1249,C3384,P076,3,1039.99,2024-11-19
1250,C0942,P075,1,739.57,2024-10-02
1250,C0942,P083,1,420.26,2024-10-02
1251,C4004,P006,5,1620.52,2024-07-01
1252,C4009,P049,5,1409.71,2024-07-25
1252,C4009,P026,2,726.13,2024-07-25
1253,C1194,P012,5,478.46,2024-07-06
1254,C4224,P073,2,1244.81,2024-11-18
1255,C3640,P056,5,1191.66,2024-10-04
1256,C4621,P091,3,1617.44,2024-09-18
1257,C2513,P003,2,1055.24,2025-02-12
1257,C2513,P022,5,1732.16,2025-02-12
1258,C1235,P019,1,1620.68,2024-11-19
1258,C1235,P024,5,1321.14,2024-11-19
1259,C0728,P029,5,1717.14,2025-01-31
1260,C3471,P065,3,1493.61,2024-03-02
1261,C0698,P098,4,538.79,2024-04-03
1262,C3791,P061,2,1927.65,2024-03-26
1262,C3791,P045,1,323.85,2024-03-26
1263,C2791,P060,5,1738.41,2024-07-27
1264,C3612,P064,2,1837.04,2024-10-04
1265,C1156,P054,2,944.4,2024-12-05
1266,C0222,P098,4,538.79,2024-04-20
1267,C2832,P047,5,821.22,2024-11-11
1267,C2832,P041,3,1742.41,2024-11-11
1268,C3500,P017,5,1345.32,2024-09-28
1269,C3584,P086,4,1024.19,2024-07-01
1270,C2303,P019,3,1620.68,2024-04-11
1271,C4036,P075,1,739.57,2024-11-09
1271,C4036,P026,2,726.13,2024-11-09
1272,C0507,P058,2,719.42,2024-05-18
1273,C2774,P048,5,1339.54,2025-02-17
1273,C2774,P080,1,1458.34,2025-02-17
1274,C3502,P013,5,229.26,2024-03-15
1274,C3502,P014,2,1042.76,2024-03-15
1275,C3297,P045,3,323.85,2024-12-02
1276,C4901,P049,1,1409.71,2025-01-28
1277,C1909,P002,2,1129.61,2025-02-18
1278,C4991,P085,1,96.51,2024-07-19
1278,C4991,P002,5,1129.61,2024-07-19
1279,C4284,P059,1,522.61,2024-12-01
1280,C2892,P090,2,607.87,2024-06-29
1281,C1967,P076,1,1039.99,2024-07-09
1282,C3256,P075,4,739.57,2024-08-10
1282,C3256,P033,1,1146.57,2024-08-10
1283,C3007,P087,1,769.89,2024-03-30
1283,C3007,P009,1,395.74,2024-03-30
1284,C2233,P008,4,45.7,2024-04-02
1284,C2233,P008,2,45.7,2024-04-02
1285,C0736,P049,3,1409.71,2024-05-19
1286,C1924,P023,3,1092.82,2024-05-10
1287,C4088,P031,2,264.41,2024-11-14
1288,C2722,P068,5,383.14,2024-06-24
1289,C4527,P050,1,983.57,2025-01-07
1290,C2512,P059,1,522.61,2024-03-23
1291,C1545,P068,2,383.14,2024-07-14
1292,C1668,P025,1,317.62,2024-08-11
1293,C0470,P053,4,452.77,2024-11-25
1294,C4137,P066,2,540.06,2024-09-15
1295,C4245,P011,1,949.57,2024-06-01
1296,C3981,P021,5,678.35,2024-06-23
1297,C3249,P045,5,323.85,2024-07-11
1297,C3249,P081,4,447.89,2024-07-11
1298,C0976,P059,1,522.61,2025-01-27
1299,C0350,P039,3,1722.52,2024-12-31
1299,C0350,P100,4,670.06,2024-12-31
1300,C2325,P045,1,323.85,2024-11-06
1301,C4270,P021,2,678.35,2025-01-30
1302,C1185,P016,3,1859.7,2024-04-05
1302,C1185,P067,1,1609.69,2024-04-05
1303,C4298,P055,3,1533.96,2024-09-09
1304,C3193,P021,3,678.35,2024-06-01
1304,C3193,P060,2,1738.41,2024-06-01
1305,C2907,P003,4,1055.24,2024-10-27
1306,C0293,P023,4,1092.82,2024-08-20
1307,C2165,P097,1,1931.49,2024-04-26
1307,C2165,P088,3,508.83,2024-04-26
1308,C4114,P030,3,1102.03,2024-05-01
1308,C4114,P005,5,1800.32,2024-05-01
1309,C4238,P087,2,769.89,2024-07-13
1310,C1948,P089,4,1395.91,2024-07-18
1311,C3829,P077,2,1818.48,2024-05-06
1312,C3814,P020,5,67.25,2024-10-07
1313,C0013,P034,3,1576.36,2024-07-29
1314,C1388,P056,5,1191.66,2024-04-04
1314,C1388,P048,4,1339.54,2024-04-04
1315,C3339,P072,1,326.71,2024-04-14
1316,C4451,P067,5,1609.69,2024-10-24
1317,C0400,P070,5,1614.34,2024-06-03
1318,C4020,P065,2,1493.61,2024-05-07
1319,C1298,P055,1,1533.96,2024-08-13
1319,C1298,P080,5,1458.34,2024-08-13
1320,C0110,P020,2,67.25,2024-06-25
1321,C2517,P027,3,969.1,2024-05-20
1321,C2517,P001,5,1466.83,2024-05-20
1322,C1535,P024,3,1321.14,2024-04-05
1323,C2139,P036,2,146.93,2025-02-06
1324,C4163,P056,5,1191.66,2024-11-06
1325,C4257,P084,3,1190.45,2024-07-23
1326,C1413,P093,4,855.03,2024-11-19
1326,C1413,P034,4,1576.36,2024-11-19
1327,C4116,P004,3,87.13,2024-12-12
1328,C3441,P075,1,739.57,2024-10-27
1329,C3475,P009,3,395.74,2025-01-10
1330,C0487,P088,1,508.83,2024-11-01
1330,C0487,P017,2,1345.32,2024-11-01
1331,C2920,P033,4,1146.57,2024-11-29
1332,C1965,P087,3,769.89,2024-04-10
1332,C1965,P055,1,1533.96,2024-04-10
1333,C1633,P046,3,1326.5,2024-12-04
1333,C1633,P004,4,87.13,2024-12-04
1334,C1212,P070,2,1614.34,2024-07-10
1335,C4158,P066,1,540.06,2024-05-14
1336,C0583,P093,3,855.03,2025-01-05
1337,C4908,P083,3,420.26,2024-06-26
1338,C0048,P051,2,731.08,2024-12-14
1339,C2123,P069,5,691.32,2024-10-10
1340,C2942,P061,2,1927.65,2024-07-25
1340,C2942,P054,3,944.4,2024-07-25
1341,C4472,P086,4,1024.19,2025-02-21
1342,C0688,P092,1,1282.1,2024-04-11
1343,C4624,P061,5,1927.65,2024-10-31
1344,C2846,P076,5,1039.99,2025-02-10
1344,C2846,P097,3,1931.49,2025-02-10
1345,C4586,P040,5,1403.28,2025-02-12
1346,C3392,P062,2,26.12,2025-01-27
1347,C1426,P091,2,1617.44,2024-03-19
1347,C1426,P044,2,1598.27,2024-03-19
1348,C3196,P010,1,1349.93,2024-04-03
1348,C3196,P062,4,26.12,2024-04-03
1349,C3405,P032,2,1718.58,2024-05-09
1350,C4196,P022,4,1732.16,2024-06-16
1350,C4196,P071,5,1701.85,2024-06-16
1351,C1311,P079,4,39.3,2024-05-17
1352,C3232,P100,1,670.06,2024-06-28
1352,C3232,P007,4,450.84,2024-06-28
1353,C4431,P082,2,1220.38,2024-11-25
1354,C3540,P070,3,1614.34,2024-10-03
1355,C2970,P044,5,1598.27,2024-06-21
1355,C2970,P048,3,1339.54,2024-06-21
1356,C0379,P067,5,1609.69,2024-09-07
1357,C0213,P088,1,508.83,2024-08-25
1357,C0213,P080,1,1458.34,2024-08-25
1358,C3515,P047,3,821.22,2024-03-02
1358,C3515,P090,4,607.87,2024-03-02
1359,C1484,P059,1,522.61,2024-03-05
1360,C0353,P045,2,323.85,2024-11-20
1360,C0353,P028,4,1599.27,2024-11-20
1361,C2060,P100,5,670.06,2024-09-30
1362,C0111,P073,4,1244.81,2024-11-08
1363,C1937,P016,4,1859.7,2024-10-08
1363,C1937,P056,5,1191.66,2024-10-08
1364,C0423,P058,1,719.42,2024-05-19
1364,C0423,P048,3,1339.54,2024-05-19
1365,C2695,P027,5,969.1,2025-01-25
1365,C2695,P059,3,522.61,2025-01-25
1366,C3533,P094,4,1565.39,2024-05-19
1367,C3676,P097,5,1931.49,2024-07-25
1367,C3676,P010,1,1349.93,2024-07-25
1368,C1915,P049,5,1409.71,2024-05-04
1369,C0588,P035,2,1842.55,2024-07-13
1370,C4900,P084,1,1190.45,2024-10-08
1370,C4900,P069,5,691.32,2024-10-08
1371,C0003,P086,5,1024.19,2024-10-01
1372,C2596,P093,4,855.03,2024-09-07
1373,C2981,P008,1,45.7,2024-11-15
1374,C1230,P045,1,323.85,2025-02-11
1375,C3625,P003,2,1055.24,2024-11-22
1376,C0645,P048,5,1339.54,2024-05-08
1376,C0645,P058,2,719.42,2024-05-08
1377,C0147,P044,2,1598.27,2024-06-08
1378,C0644,P055,2,1533.96,2024-04-13
1379,C3973,P041,4,1742.41,2025-01-09
1380,C1190,P026,3,726.13,2025-01-16
1381,C1842,P099,3,1677.0,2024-08-28
1381,C1842,P008,5,45.7,2024-08-28
1382,C4214,P064,3,1837.04,2024-10-07
1383,C1334,P093,2,855.03,2024-09-25
1383,C1334,P092,1,1282.1,2024-09-25
1384,C3911,P027,1,969.1,2025-02-15
1385,C1870,P030,5,1102.03,2024-11-22
1386,C0971,P030,3,1102.03,2024-04-01
1386,C0971,P020,2,67.25,2024-04-01
1387,C0874,P054,5,944.4,2024-03-18
1388,C0477,P013,2,229.26,2024-10-16
1389,C3056,P052,3,1907.98,2024-08-19
1390,C0113,P062,1,26.12,2025-01-23
1390,C0113,P066,1,540.06,2025-01-23
1391,C1783,P057,4,421.0,2024-06-10
1392,C2426,P004,3,87.13,2025-02-25
1392,C2426,P100,5,670.06,2025-02-25
1393,C2814,P027,3,969.1,2024-09-20
1393,C2814,P044,1,1598.27,2024-09-20
1394,C4041,P027,2,969.1,2025-02-22
1395,C2109,P003,5,1055.24,2024-12-03
1396,C4902,P018,2,833.09,2024-11-03
1396,C4902,P022,5,1732.16,2024-11-03
1397,C3742,P021,1,678.35,2024-09-27
1398,C2746,P011,2,949.57,2024-10-27
1399,C0406,P030,2,1102.03,2025-01-25
1399,C0406,P041,3,1742.41,2025-01-25
1400,C1506,P090,2,607.87,2024-08-21
1401,C3853,P069,2,691.32,2024-04-10
1401,C3853,P073,5,1244.81,2024-04-10
1402,C2563,P025,5,317.62,2024-05-06
1403,C4277,P080,1,1458.34,2024-10-16
1404,C0431,P007,3,450.84,2024-10-08
1405,C3353,P075,3,739.57,2024-05-15
1406,C0070,P051,4,731.08,2024-10-09
1407,C0982,P047,1,821.22,2024-12-03
1408,C3983,P090,5,607.87,2025-01-18
1409,C3287,P035,3,1842.55,2024-11-11
1409,C3287,P097,4,1931.49,2024-11-11
1410,C4165,P006,1,1620.52,2024-12-21
1410,C4165,P076,5,1039.99,2024-12-21
1411,C1439,P030,1,1102.03,2024-03-21
1412,C0978,P074,5,750.04,2024-07-16
1413,C1643,P020,5,67.25,2024-12-31
1414,C0204,P073,4,1244.81,2024-06-01
1415,C4332,P004,5,87.13,2024-06-30
1416,C0630,P035,5,1842.55,2025-01-06
1417,C0796,P092,3,1282.1,2024-08-16
1418,C0679,P033,2,1146.57,2024-05-05
1419,C1923,P041,2,1742.41,2024-09-20
1420,C4368,P100,1,670.06,2024-07-13
1421,C2540,P011,5,949.57,2024-05-04
1421,C2540,P044,2,1598.27,2024-05-04
1422,C3804,P057,1,421.0,2024-03-18
1423,C0888,P022,1,1732.16,2024-04-25
1424,C1431,P043,2,377.89,2024-08-29
1425,C4288,P009,4,395.74,2024-09-06
1426,C3820,P063,1,412.18,2024-03-25
1427,C4725,P098,4,538.79,2024-11-25
1428,C0169,P061,3,1927.65,2024-08-28
1429,C1620,P045,1,323.85,2024-06-09
1430,C0532,P048,2,1339.54,2025-02-01
1431,C4504,P086,3,1024.19,2024-12-10
1432,C2408,P025,3,317.62,2025-02-17
1433,C4556,P073,5,1244.81,2024-12-12
1434,C0573,P067,2,1609.69,2024-03-19
1434,C0573,P072,4,326.71,2024-03-19
1435,C2502,P033,1,1146.57,2024-04-10
1436,C2013,P058,2,719.42,2024-07-06
1437,C2577,P096,3,563.11,2024-05-18
1438,C3830,P048,4,1339.54,2025-01-17
1439,C0033,P065,3,1493.61,2024-10-08
1440,C1964,P024,1,1321.14,2024-08-25
1441,C2247,P060,2,1738.41,2024-12-16
1441,C2247,P049,5,1409.71,2024-12-16
1442,C3382,P066,3,540.06,2024-07-12
1443,C2841,P045,4,323.85,2025-02-27
1444,C1903,P011,3,949.57,2024-12-29
1445,C4345,P064,5,1837.04,2024-03-25
1446,C3360,P022,4,1732.16,2024-05-14
1447,C0111,P034,3,1576.36,2025-01-09
1448,C2828,P066,1,540.06,2024-08-15
1449,C4703,P068,3,383.14,2024-04-25
1450,C3870,P096,4,563.11,2025-02-25
1450,C3870,P051,4,731.08,2025-02-25
1451,C4406,P073,3,1244.81,2024-04-08
1451,C4406,P018,2,833.09,2024-04-08
1452,C4736,P012,3,478.46,2024-05-07
1453,C3941,P044,3,1598.27,2024-06-18
1454,C0965,P011,3,949.57,2024-05-22
1454,C0965,P003,3,1055.24,2024-05-22
1455,C4665,P068,2,383.14,2025-01-18
1456,C1543,P035,5,1842.55,2025-01-03
1457,C3606,P021,4,678.35,2024-03-14
1458,C0889,P072,2,326.71,2024-03-20
1459,C2856,P071,4,1701.85,2024-05-07
1460,C0822,P099,1,1677.0,2024-11-13
1460,C0822,P035,2,1842.55,2024-11-13
1461,C1477,P048,1,1339.54,2025-03-01
1462,C1344,P057,5,421.0,2024-07-10
1463,C4021,P070,2,1614.34,2024-03-27
1464,C3139,P059,3,522.61,2024-11-23
1465,C3681,P085,5,96.51,2024-06-07
1466,C3100,P073,3,1244.81,2024-09-26
